"CHASSIS_NUMBER","SALES_DEALER_ID","SALE_DATE","SALE_PRICE"
"CH00031992","DEALER_042","2024-10-04",61757.44
"CH00036275","DEALER_051","2024-10-04",57308.26
"CH00038304","DEALER_055","2024-10-04",129839.55
"CH00039350","DEALER_057","2024-10-04",189014.60
"CH00043845","DEALER_066","2024-10-04",81031.28
"CH00045957","DEALER_071","2024-10-04",146149.17
"CH00046271","DEALER_071","2024-10-04",77592.84
"CH00046429","DEALER_072","2024-10-04",117629.22
"CH00047479","DEALER_075","2024-10-04",67938.52
"CH00047620","DEALER_075","2024-10-04",211161.34
"CH00051769","DEALER_086","2024-10-04",143975.11
"CH00052336","DEALER_087","2024-10-04",60784.03
"CH00055665","DEALER_093","2024-10-04",131138.12
"CH00057814","DEALER_096","2024-10-04",128131.97
"CH00011465","DEALER_003","2024-10-05",179132.04
"CH00017289","DEALER_013","2024-10-05",138988.74
"CH00020366","DEALER_018","2024-10-05",189130.49
"CH00021125","DEALER_019","2024-10-05",122081.35
"CH00021356","DEALER_020","2024-10-05",58304.50
"CH00024247","DEALER_025","2024-10-05",56705.01
"CH00028016","DEALER_034","2024-10-05",65450.98
"CH00035533","DEALER_050","2024-10-05",123738.04
"CH00035585","DEALER_050","2024-10-05",70476.72
"CH00035827","DEALER_051","2024-10-05",70409.81
"CH00037148","DEALER_053","2024-10-05",122100.91
"CH00038837","DEALER_056","2024-10-05",73816.87
"CH00040934","DEALER_060","2024-10-05",61773.01
"CH00044209","DEALER_067","2024-10-05",124022.49
"CH00046578","DEALER_072","2024-10-05",105543.36
"CH00046825","DEALER_073","2024-10-05",116818.23
"CH00049642","DEALER_080","2024-10-05",81611.44
"CH00049767","DEALER_080","2024-10-05",111974.97
"CH00050241","DEALER_082","2024-10-05",250877.87
"CH00051666","DEALER_085","2024-10-05",71593.13
"CH00051808","DEALER_086","2024-10-05",75581.18
"CH00057075","DEALER_095","2024-10-05",57208.22
"CH00012946","DEALER_005","2024-10-06",75896.37
"CH00015621","DEALER_010","2024-10-06",67609.42
"CH00015763","DEALER_010","2024-10-06",57937.30
"CH00017129","DEALER_012","2024-10-06",127298.57
"CH00018279","DEALER_014","2024-10-06",197109.85
"CH00018972","DEALER_016","2024-10-06",65466.37
"CH00026522","DEALER_030","2024-10-06",73685.16
"CH00027516","DEALER_032","2024-10-06",57389.68
"CH00030258","DEALER_038","2024-10-06",67434.89
"CH00031016","DEALER_040","2024-10-06",114053.57
"CH00035229","DEALER_049","2024-10-06",61725.50
"CH00036679","DEALER_052","2024-10-06",57773.31
"CH00039600","DEALER_057","2024-10-06",104394.33
"CH00041296","DEALER_061","2024-10-06",145087.15
"CH00042457","DEALER_064","2024-10-06",181282.30
"CH00043655","DEALER_066","2024-10-06",77794.56
"CH00043707","DEALER_066","2024-10-06",67054.72
"CH00046052","DEALER_071","2024-10-06",136346.44
"CH00046501","DEALER_072","2024-10-06",54829.01
"CH00050278","DEALER_082","2024-10-06",55245.26
"CH00056561","DEALER_094","2024-10-06",59516.34
"CH00056969","DEALER_095","2024-10-06",134846.75
"CH00058955","DEALER_098","2024-10-06",63011.37
"CH00014605","DEALER_008","2024-10-07",247817.41
"CH00024171","DEALER_025","2024-10-07",177805.44
"CH00027366","DEALER_032","2024-10-07",115345.14
"CH00028703","DEALER_035","2024-10-07",205961.52
"CH00029108","DEALER_036","2024-10-07",60069.81
"CH00029315","DEALER_036","2024-10-07",105764.09
"CH00033120","DEALER_045","2024-10-07",122127.06
"CH00035240","DEALER_049","2024-10-07",116056.70
"CH00041546","DEALER_062","2024-10-07",126476.80
"CH00042590","DEALER_064","2024-10-07",67187.74
"CH00042976","DEALER_065","2024-10-07",117654.19
"CH00045591","DEALER_070","2024-10-07",166416.86
"CH00045594","DEALER_070","2024-10-07",55831.72
"CH00049184","DEALER_079","2024-10-07",130215.82
"CH00050682","DEALER_083","2024-10-07",78224.29
"CH00052917","DEALER_088","2024-10-07",73450.16
"CH00054890","DEALER_091","2024-10-07",60502.06
"CH00057270","DEALER_095","2024-10-07",138746.02
"CH00058665","DEALER_098","2024-10-07",69060.16
"CH00058967","DEALER_098","2024-10-07",65099.26
"CH00010804","DEALER_002","2024-10-08",55169.38
"CH00010964","DEALER_002","2024-10-08",78298.40
"CH00011857","DEALER_003","2024-10-08",79959.60
"CH00012218","DEALER_004","2024-10-08",188798.48
"CH00014998","DEALER_009","2024-10-08",129894.33
"CH00015514","DEALER_010","2024-10-08",202642.65
"CH00016799","DEALER_012","2024-10-08",67250.06
"CH00017755","DEALER_013","2024-10-08",206509.46
"CH00026064","DEALER_029","2024-10-08",140469.18
"CH00030304","DEALER_038","2024-10-08",127464.78
"CH00032400","DEALER_043","2024-10-08",137121.86
"CH00033933","DEALER_047","2024-10-08",195401.86
"CH00036225","DEALER_051","2024-10-08",67943.03
"CH00036618","DEALER_052","2024-10-08",119456.21
"CH00039526","DEALER_057","2024-10-08",117202.97
"CH00040989","DEALER_061","2024-10-08",64459.31
"CH00044059","DEALER_067","2024-10-08",169550.99
"CH00046266","DEALER_071","2024-10-08",124470.51
"CH00046393","DEALER_072","2024-10-08",210732.49
"CH00052775","DEALER_087","2024-10-08",59382.79
"CH00053096","DEALER_088","2024-10-08",231219.91
"CH00053167","DEALER_088","2024-10-08",115552.57
"CH00053451","DEALER_089","2024-10-08",104383.90
"CH00054730","DEALER_091","2024-10-08",61702.31
"CH00055650","DEALER_093","2024-10-08",57956.98
"CH00055906","DEALER_093","2024-10-08",56726.33
"CH00056355","DEALER_094","2024-10-08",114199.00
"CH00057351","DEALER_095","2024-10-08",79169.14
"CH00059859","DEALER_100","2024-10-08",68888.04
"CH00020827","DEALER_019","2024-10-09",63355.81
"CH00022854","DEALER_022","2024-10-09",64853.19
"CH00022932","DEALER_023","2024-10-09",80791.44
"CH00023354","DEALER_023","2024-10-09",207534.64
"CH00026273","DEALER_029","2024-10-09",76124.40
"CH00030188","DEALER_038","2024-10-09",61604.61
"CH00031746","DEALER_042","2024-10-09",116855.76
"CH00033739","DEALER_046","2024-10-09",78784.09
"CH00035285","DEALER_049","2024-10-09",111076.37
"CH00036920","DEALER_052","2024-10-09",140068.18
"CH00037767","DEALER_054","2024-10-09",130366.32
"CH00040271","DEALER_059","2024-10-09",111658.49
"CH00041188","DEALER_061","2024-10-09",185566.33
"CH00044316","DEALER_068","2024-10-09",65462.81
"CH00048247","DEALER_076","2024-10-09",194269.18
"CH00050514","DEALER_082","2024-10-09",148458.50
"CH00050559","DEALER_082","2024-10-09",128220.72
"CH00051481","DEALER_085","2024-10-09",67168.07
"CH00056404","DEALER_094","2024-10-09",57579.96
"CH00011124","DEALER_002","2024-10-10",61524.53
"CH00014350","DEALER_008","2024-10-10",67871.83
"CH00022216","DEALER_021","2024-10-10",133306.42
"CH00022662","DEALER_022","2024-10-10",65479.44
"CH00022675","DEALER_022","2024-10-10",68642.74
"CH00024090","DEALER_025","2024-10-10",166132.87
"CH00024769","DEALER_026","2024-10-10",247334.14
"CH00024784","DEALER_026","2024-10-10",62096.45
"CH00028204","DEALER_034","2024-10-10",196539.99
"CH00028918","DEALER_035","2024-10-10",126151.46
"CH00029970","DEALER_038","2024-10-10",131557.34
"CH00030432","DEALER_039","2024-10-10",70497.22
"CH00032351","DEALER_043","2024-10-10",56778.87
"CH00035870","DEALER_051","2024-10-10",61956.18
"CH00036497","DEALER_052","2024-10-10",195659.03
"CH00037468","DEALER_053","2024-10-10",239328.72
"CH00042904","DEALER_064","2024-10-10",212174.82
"CH00044042","DEALER_067","2024-10-10",70168.60
"CH00045311","DEALER_070","2024-10-10",132780.25
"CH00046626","DEALER_072","2024-10-10",74244.73
"CH00049364","DEALER_079","2024-10-10",66784.87
"CH00051929","DEALER_086","2024-10-10",183755.48
"CH00053946","DEALER_089","2024-10-10",59835.38
"CH00054114","DEALER_090","2024-10-10",65386.97
"CH00054151","DEALER_090","2024-10-10",76889.21
"CH00054737","DEALER_091","2024-10-10",119316.51
"CH00010735","DEALER_002","2024-10-11",229273.55
"CH00012239","DEALER_004","2024-10-11",69100.56
"CH00013162","DEALER_006","2024-10-11",71108.46
"CH00013463","DEALER_006","2024-10-11",64740.04
"CH00014399","DEALER_008","2024-10-11",170228.94
"CH00014610","DEALER_008","2024-10-11",73860.26
"CH00014623","DEALER_008","2024-10-11",69125.45
"CH00015990","DEALER_010","2024-10-11",123336.03
"CH00018641","DEALER_015","2024-10-11",55586.99
"CH00023077","DEALER_023","2024-10-11",133365.81
"CH00023930","DEALER_024","2024-10-11",131750.98
"CH00024483","DEALER_025","2024-10-11",122887.65
"CH00025606","DEALER_028","2024-10-11",59746.74
"CH00027779","DEALER_033","2024-10-11",163765.49
"CH00029398","DEALER_036","2024-10-11",209781.95
"CH00031002","DEALER_040","2024-10-11",122665.75
"CH00032645","DEALER_044","2024-10-11",81449.15
"CH00033189","DEALER_045","2024-10-11",139602.41
"CH00034925","DEALER_049","2024-10-11",63133.59
"CH00035297","DEALER_049","2024-10-11",130790.02
"CH00035789","DEALER_050","2024-10-11",116426.93
"CH00038338","DEALER_055","2024-10-11",59653.69
"CH00039395","DEALER_057","2024-10-11",68895.94
"CH00040043","DEALER_058","2024-10-11",193209.04
"CH00040459","DEALER_059","2024-10-11",109040.87
"CH00040460","DEALER_059","2024-10-11",124013.48
"CH00045925","DEALER_071","2024-10-11",59601.48
"CH00046313","DEALER_072","2024-10-11",66408.46
"CH00047677","DEALER_075","2024-10-11",125367.85
"CH00047704","DEALER_075","2024-10-11",64994.51
"CH00050414","DEALER_082","2024-10-11",116507.77
"CH00059904","DEALER_100","2024-10-11",78675.12
"CH00010411","DEALER_001","2024-10-12",128120.21
"CH00010963","DEALER_002","2024-10-12",139833.43
"CH00012931","DEALER_005","2024-10-12",58679.05
"CH00013839","DEALER_007","2024-10-12",130898.63
"CH00014376","DEALER_008","2024-10-12",57329.14
"CH00015920","DEALER_010","2024-10-12",104753.38
"CH00016555","DEALER_012","2024-10-12",122329.16
"CH00018500","DEALER_015","2024-10-12",103793.36
"CH00018510","DEALER_015","2024-10-12",236807.40
"CH00019434","DEALER_016","2024-10-12",54662.02
"CH00020318","DEALER_018","2024-10-12",67953.88
"CH00025933","DEALER_029","2024-10-12",183472.01
"CH00027102","DEALER_031","2024-10-12",234219.50
"CH00028008","DEALER_034","2024-10-12",70650.45
"CH00033229","DEALER_045","2024-10-12",130234.49
"CH00038360","DEALER_055","2024-10-12",108825.06
"CH00040583","DEALER_060","2024-10-12",172175.38
"CH00041646","DEALER_062","2024-10-12",119228.88
"CH00043363","DEALER_065","2024-10-12",247783.02
"CH00045889","DEALER_071","2024-10-12",118906.43
"CH00045974","DEALER_071","2024-10-12",105987.50
"CH00046423","DEALER_072","2024-10-12",67564.11
"CH00047665","DEALER_075","2024-10-12",67110.07
"CH00050670","DEALER_083","2024-10-12",111065.72
"CH00055356","DEALER_092","2024-10-12",109092.37
"CH00056794","DEALER_094","2024-10-12",69155.48
"CH00059739","DEALER_100","2024-10-12",130202.48
"CH00010030","DEALER_001","2024-10-13",237882.62
"CH00013836","DEALER_007","2024-10-13",127788.27
"CH00014684","DEALER_008","2024-10-13",57251.18
"CH00015158","DEALER_009","2024-10-13",73401.91
"CH00015740","DEALER_010","2024-10-13",59326.52
"CH00016244","DEALER_011","2024-10-13",64829.62
"CH00017486","DEALER_013","2024-10-13",145488.59
"CH00020237","DEALER_018","2024-10-13",116419.77
"CH00022733","DEALER_022","2024-10-13",115119.57
"CH00024736","DEALER_026","2024-10-13",77347.27
"CH00029655","DEALER_037","2024-10-13",103717.87
"CH00035608","DEALER_050","2024-10-13",122596.31
"CH00036752","DEALER_052","2024-10-13",222959.27
"CH00038518","DEALER_055","2024-10-13",58839.81
"CH00041482","DEALER_062","2024-10-13",57537.24
"CH00043778","DEALER_066","2024-10-13",124835.28
"CH00044025","DEALER_067","2024-10-13",121726.38
"CH00044265","DEALER_067","2024-10-13",63388.77
"CH00044528","DEALER_068","2024-10-13",124945.77
"CH00046281","DEALER_071","2024-10-13",183793.51
"CH00050479","DEALER_082","2024-10-13",121670.72
"CH00051619","DEALER_085","2024-10-13",180630.50
"CH00053350","DEALER_088","2024-10-13",224856.96
"CH00055699","DEALER_093","2024-10-13",176935.10
"CH00057290","DEALER_095","2024-10-13",120583.34
"CH00058384","DEALER_097","2024-10-13",176638.19
"CH00058987","DEALER_098","2024-10-13",104829.51
"CH00011644","DEALER_003","2024-10-14",129528.02
"CH00012803","DEALER_005","2024-10-14",183669.63
"CH00016746","DEALER_012","2024-10-14",107320.13
"CH00018343","DEALER_014","2024-10-14",141106.38
"CH00019987","DEALER_017","2024-10-14",120981.00
"CH00021311","DEALER_020","2024-10-14",79855.11
"CH00030271","DEALER_038","2024-10-14",63032.57
"CH00030297","DEALER_038","2024-10-14",178551.44
"CH00031990","DEALER_042","2024-10-14",132681.74
"CH00032130","DEALER_043","2024-10-14",118390.55
"CH00033334","DEALER_045","2024-10-14",167977.26
"CH00034189","DEALER_047","2024-10-14",126305.67
"CH00034695","DEALER_048","2024-10-14",248756.49
"CH00035617","DEALER_050","2024-10-14",255476.22
"CH00037714","DEALER_054","2024-10-14",115044.18
"CH00037826","DEALER_054","2024-10-14",118765.05
"CH00041989","DEALER_063","2024-10-14",174143.81
"CH00042062","DEALER_063","2024-10-14",69483.36
"CH00043475","DEALER_066","2024-10-14",60080.94
"CH00045116","DEALER_069","2024-10-14",249792.07
"CH00047942","DEALER_076","2024-10-14",203961.65
"CH00052888","DEALER_088","2024-10-14",79005.30
"CH00053457","DEALER_089","2024-10-14",56823.15
"CH00054961","DEALER_091","2024-10-14",58812.96
"CH00057534","DEALER_096","2024-10-14",109714.16
"CH00013140","DEALER_006","2024-10-15",223635.25
"CH00016810","DEALER_012","2024-10-15",68365.53
"CH00017323","DEALER_013","2024-10-15",73516.25
"CH00019026","DEALER_016","2024-10-15",131576.58
"CH00020932","DEALER_019","2024-10-15",111902.05
"CH00024771","DEALER_026","2024-10-15",119305.79
"CH00026200","DEALER_029","2024-10-15",140918.65
"CH00029530","DEALER_036","2024-10-15",68683.03
"CH00032181","DEALER_043","2024-10-15",64725.37
"CH00033081","DEALER_045","2024-10-15",124603.81
"CH00033320","DEALER_045","2024-10-15",77643.25
"CH00043303","DEALER_065","2024-10-15",59641.86
"CH00044034","DEALER_067","2024-10-15",67647.89
"CH00046010","DEALER_071","2024-10-15",58944.66
"CH00046728","DEALER_073","2024-10-15",127359.24
"CH00051020","DEALER_084","2024-10-15",129745.45
"CH00052271","DEALER_087","2024-10-15",104727.10
"CH00052731","DEALER_087","2024-10-15",56078.48
"CH00053409","DEALER_089","2024-10-15",119810.21
"CH00055425","DEALER_092","2024-10-15",65952.83
"CH00056003","DEALER_093","2024-10-15",124745.15
"CH00057356","DEALER_095","2024-10-15",258318.50
"CH00057861","DEALER_096","2024-10-15",73991.46
"CH00058014","DEALER_097","2024-10-15",126104.91
"CH00059402","DEALER_099","2024-10-15",130307.02
"CH00010426","DEALER_001","2024-10-16",64732.75
"CH00010745","DEALER_002","2024-10-16",180551.14
"CH00014162","DEALER_008","2024-10-16",57497.97
"CH00014604","DEALER_008","2024-10-16",205260.72
"CH00017406","DEALER_013","2024-10-16",67140.70
"CH00019698","DEALER_017","2024-10-16",126657.90
"CH00021347","DEALER_020","2024-10-16",70982.31
"CH00021971","DEALER_021","2024-10-16",203027.36
"CH00029910","DEALER_037","2024-10-16",109731.70
"CH00039196","DEALER_056","2024-10-16",68268.73
"CH00040198","DEALER_059","2024-10-16",81358.07
"CH00041930","DEALER_063","2024-10-16",117304.49
"CH00042915","DEALER_065","2024-10-16",257741.05
"CH00046024","DEALER_071","2024-10-16",120528.27
"CH00046612","DEALER_072","2024-10-16",114410.20
"CH00047826","DEALER_075","2024-10-16",134197.03
"CH00048150","DEALER_076","2024-10-16",118939.18
"CH00050022","DEALER_081","2024-10-16",57415.61
"CH00050109","DEALER_081","2024-10-16",126468.17
"CH00052398","DEALER_087","2024-10-16",57114.47
"CH00052688","DEALER_087","2024-10-16",62609.62
"CH00059618","DEALER_100","2024-10-16",185997.79
"CH00011639","DEALER_003","2024-10-17",64578.43
"CH00012587","DEALER_005","2024-10-17",185485.02
"CH00014252","DEALER_008","2024-10-17",62385.60
"CH00016291","DEALER_011","2024-10-17",64808.61
"CH00017596","DEALER_013","2024-10-17",168294.21
"CH00018339","DEALER_014","2024-10-17",64454.48
"CH00020226","DEALER_018","2024-10-17",80165.20
"CH00021486","DEALER_020","2024-10-17",64931.50
"CH00022694","DEALER_022","2024-10-17",186891.43
"CH00022918","DEALER_023","2024-10-17",78951.48
"CH00029858","DEALER_037","2024-10-17",60017.62
"CH00031197","DEALER_040","2024-10-17",59679.68
"CH00031892","DEALER_042","2024-10-17",64565.68
"CH00034185","DEALER_047","2024-10-17",67632.49
"CH00035272","DEALER_049","2024-10-17",62278.96
"CH00035311","DEALER_049","2024-10-17",243860.85
"CH00037577","DEALER_054","2024-10-17",63241.97
"CH00039710","DEALER_058","2024-10-17",135237.04
"CH00040074","DEALER_058","2024-10-17",56223.55
"CH00040888","DEALER_060","2024-10-17",68001.91
"CH00041756","DEALER_062","2024-10-17",125956.25
"CH00044601","DEALER_068","2024-10-17",69269.99
"CH00047780","DEALER_075","2024-10-17",129213.97
"CH00048741","DEALER_078","2024-10-17",142444.06
"CH00051799","DEALER_086","2024-10-17",118234.16
"CH00051951","DEALER_086","2024-10-17",69612.38
"CH00053757","DEALER_089","2024-10-17",135003.05
"CH00055269","DEALER_092","2024-10-17",123059.53
"CH00011434","DEALER_003","2024-10-18",122260.45
"CH00013766","DEALER_007","2024-10-18",64964.51
"CH00014737","DEALER_008","2024-10-18",59698.77
"CH00017731","DEALER_013","2024-10-18",104661.62
"CH00017811","DEALER_013","2024-10-18",179241.46
"CH00018453","DEALER_015","2024-10-18",73189.24
"CH00021124","DEALER_019","2024-10-18",64092.51
"CH00022083","DEALER_021","2024-10-18",64918.18
"CH00023610","DEALER_024","2024-10-18",212525.14
"CH00026272","DEALER_029","2024-10-18",180823.95
"CH00026294","DEALER_029","2024-10-18",61530.85
"CH00029640","DEALER_037","2024-10-18",54521.25
"CH00029979","DEALER_038","2024-10-18",201993.95
"CH00032232","DEALER_043","2024-10-18",163979.64
"CH00033297","DEALER_045","2024-10-18",70688.02
"CH00034663","DEALER_048","2024-10-18",108666.38
"CH00046044","DEALER_071","2024-10-18",65716.48
"CH00047455","DEALER_075","2024-10-18",69699.09
"CH00047586","DEALER_075","2024-10-18",76312.75
"CH00047652","DEALER_075","2024-10-18",61574.22
"CH00052002","DEALER_086","2024-10-18",70101.35
"CH00053333","DEALER_088","2024-10-18",129927.55
"CH00054065","DEALER_090","2024-10-18",246427.21
"CH00058207","DEALER_097","2024-10-18",107272.30
"CH00058214","DEALER_097","2024-10-18",64617.77
"CH00058666","DEALER_098","2024-10-18",131701.61
"CH00010291","DEALER_001","2024-10-19",167526.37
"CH00011819","DEALER_003","2024-10-19",68600.47
"CH00014144","DEALER_008","2024-10-19",253305.22
"CH00018551","DEALER_015","2024-10-19",120053.28
"CH00018561","DEALER_015","2024-10-19",167610.78
"CH00020424","DEALER_018","2024-10-19",116350.37
"CH00036012","DEALER_051","2024-10-19",112755.43
"CH00042377","DEALER_063","2024-10-19",107675.67
"CH00043981","DEALER_067","2024-10-19",113753.71
"CH00044242","DEALER_067","2024-10-19",57330.29
"CH00045444","DEALER_070","2024-10-19",210975.23
"CH00046396","DEALER_072","2024-10-19",76084.06
"CH00048583","DEALER_077","2024-10-19",138036.93
"CH00049854","DEALER_081","2024-10-19",144694.94
"CH00050181","DEALER_081","2024-10-19",222991.22
"CH00050680","DEALER_083","2024-10-19",105804.72
"CH00050686","DEALER_083","2024-10-19",76654.93
"CH00051149","DEALER_084","2024-10-19",70433.94
"CH00052579","DEALER_087","2024-10-19",68428.96
"CH00055548","DEALER_092","2024-10-19",259067.00
"CH00055676","DEALER_093","2024-10-19",106085.23
"CH00055688","DEALER_093","2024-10-19",172192.43
"CH00057133","DEALER_095","2024-10-19",78134.22
"CH00057587","DEALER_096","2024-10-19",68218.72
"CH00057901","DEALER_096","2024-10-19",108129.60
"CH00010613","DEALER_002","2024-10-20",141094.95
"CH00011957","DEALER_004","2024-10-20",76171.65
"CH00013147","DEALER_006","2024-10-20",78065.83
"CH00013944","DEALER_007","2024-10-20",143153.76
"CH00017722","DEALER_013","2024-10-20",78960.79
"CH00018143","DEALER_014","2024-10-20",67822.20
"CH00018673","DEALER_015","2024-10-20",57185.60
"CH00022302","DEALER_021","2024-10-20",80737.19
"CH00022538","DEALER_022","2024-10-20",103324.10
"CH00023033","DEALER_023","2024-10-20",126799.48
"CH00023126","DEALER_023","2024-10-20",145566.45
"CH00023420","DEALER_023","2024-10-20",71965.39
"CH00024383","DEALER_025","2024-10-20",57178.88
"CH00024469","DEALER_025","2024-10-20",169988.42
"CH00031020","DEALER_040","2024-10-20",74008.13
"CH00032295","DEALER_043","2024-10-20",70060.88
"CH00037396","DEALER_053","2024-10-20",67053.74
"CH00037419","DEALER_053","2024-10-20",238657.52
"CH00037661","DEALER_054","2024-10-20",239295.26
"CH00039729","DEALER_058","2024-10-20",61664.07
"CH00040556","DEALER_060","2024-10-20",63155.33
"CH00040792","DEALER_060","2024-10-20",123172.67
"CH00041943","DEALER_063","2024-10-20",65829.88
"CH00042056","DEALER_063","2024-10-20",109356.54
"CH00044232","DEALER_067","2024-10-20",57137.88
"CH00049757","DEALER_080","2024-10-20",220043.38
"CH00053660","DEALER_089","2024-10-20",112217.37
"CH00054675","DEALER_091","2024-10-20",60451.14
"CH00054967","DEALER_091","2024-10-20",129209.25
"CH00056005","DEALER_093","2024-10-20",68044.24
"CH00056588","DEALER_094","2024-10-20",81311.24
"CH00010006","DEALER_001","2024-10-21",57673.73
"CH00010574","DEALER_002","2024-10-21",55286.09
"CH00011457","DEALER_003","2024-10-21",70559.36
"CH00011915","DEALER_003","2024-10-21",65129.73
"CH00014476","DEALER_008","2024-10-21",131048.84
"CH00015133","DEALER_009","2024-10-21",71493.97
"CH00015323","DEALER_009","2024-10-21",115125.18
"CH00015353","DEALER_009","2024-10-21",135146.72
"CH00015737","DEALER_010","2024-10-21",141197.51
"CH00016036","DEALER_011","2024-10-21",121748.13
"CH00016392","DEALER_011","2024-10-21",60189.19
"CH00017756","DEALER_013","2024-10-21",67516.06
"CH00017819","DEALER_013","2024-10-21",57146.75
"CH00017923","DEALER_014","2024-10-21",70593.56
"CH00018731","DEALER_015","2024-10-21",215473.08
"CH00021625","DEALER_020","2024-10-21",72203.53
"CH00022545","DEALER_022","2024-10-21",196610.66
"CH00028842","DEALER_035","2024-10-21",71659.42
"CH00028968","DEALER_035","2024-10-21",248759.77
"CH00033141","DEALER_045","2024-10-21",123403.57
"CH00034223","DEALER_047","2024-10-21",127695.30
"CH00035904","DEALER_051","2024-10-21",66555.93
"CH00036402","DEALER_051","2024-10-21",164089.50
"CH00039298","DEALER_057","2024-10-21",76018.76
"CH00039542","DEALER_057","2024-10-21",132675.18
"CH00041421","DEALER_061","2024-10-21",79452.63
"CH00041945","DEALER_063","2024-10-21",117243.00
"CH00042625","DEALER_064","2024-10-21",77248.20
"CH00047314","DEALER_074","2024-10-21",62323.81
"CH00047950","DEALER_076","2024-10-21",240104.81
"CH00048127","DEALER_076","2024-10-21",133776.55
"CH00048321","DEALER_077","2024-10-21",132146.05
"CH00052897","DEALER_088","2024-10-21",133322.61
"CH00053259","DEALER_088","2024-10-21",115647.57
"CH00056981","DEALER_095","2024-10-21",218832.39
"CH00057234","DEALER_095","2024-10-21",118761.47
"CH00011861","DEALER_003","2024-10-22",222668.27
"CH00013069","DEALER_006","2024-10-22",70734.35
"CH00014344","DEALER_008","2024-10-22",133934.52
"CH00016485","DEALER_011","2024-10-22",118988.87
"CH00017024","DEALER_012","2024-10-22",59573.37
"CH00020180","DEALER_018","2024-10-22",226341.06
"CH00020480","DEALER_018","2024-10-22",199093.18
"CH00024052","DEALER_025","2024-10-22",71725.70
"CH00027028","DEALER_031","2024-10-22",111714.46
"CH00029587","DEALER_037","2024-10-22",124137.89
"CH00029993","DEALER_038","2024-10-22",71452.10
"CH00030415","DEALER_039","2024-10-22",199671.48
"CH00033837","DEALER_046","2024-10-22",167523.48
"CH00034308","DEALER_047","2024-10-22",103287.88
"CH00037942","DEALER_054","2024-10-22",183220.49
"CH00038206","DEALER_055","2024-10-22",63984.33
"CH00038385","DEALER_055","2024-10-22",65053.47
"CH00038938","DEALER_056","2024-10-22",128278.68
"CH00039051","DEALER_056","2024-10-22",163989.89
"CH00046162","DEALER_071","2024-10-22",166808.70
"CH00046261","DEALER_071","2024-10-22",78148.64
"CH00048605","DEALER_077","2024-10-22",140941.53
"CH00048935","DEALER_078","2024-10-22",124937.10
"CH00049067","DEALER_079","2024-10-22",179267.44
"CH00050453","DEALER_082","2024-10-22",73807.33
"CH00058300","DEALER_097","2024-10-22",132471.04
"CH00059179","DEALER_099","2024-10-22",55094.31
"CH00059501","DEALER_100","2024-10-22",114325.61
"CH00010216","DEALER_001","2024-10-23",70068.87
"CH00010773","DEALER_002","2024-10-23",198148.77
"CH00010813","DEALER_002","2024-10-23",72030.40
"CH00016227","DEALER_011","2024-10-23",121885.15
"CH00017451","DEALER_013","2024-10-23",117777.00
"CH00019048","DEALER_016","2024-10-23",79555.86
"CH00019730","DEALER_017","2024-10-23",139249.50
"CH00020445","DEALER_018","2024-10-23",207615.99
"CH00025602","DEALER_028","2024-10-23",56891.41
"CH00027086","DEALER_031","2024-10-23",106286.30
"CH00028948","DEALER_035","2024-10-23",147237.82
"CH00029593","DEALER_037","2024-10-23",122297.32
"CH00032067","DEALER_042","2024-10-23",81679.06
"CH00032487","DEALER_044","2024-10-23",148837.08
"CH00033692","DEALER_046","2024-10-23",199934.95
"CH00033891","DEALER_046","2024-10-23",57290.55
"CH00034490","DEALER_048","2024-10-23",127895.37
"CH00036231","DEALER_051","2024-10-23",62813.16
"CH00037823","DEALER_054","2024-10-23",66802.34
"CH00040739","DEALER_060","2024-10-23",133610.33
"CH00041407","DEALER_061","2024-10-23",125039.64
"CH00042319","DEALER_063","2024-10-23",124867.71
"CH00043089","DEALER_065","2024-10-23",67911.15
"CH00044390","DEALER_068","2024-10-23",108981.02
"CH00047810","DEALER_075","2024-10-23",131757.80
"CH00048298","DEALER_077","2024-10-23",59661.30
"CH00050083","DEALER_081","2024-10-23",112693.17
"CH00050578","DEALER_082","2024-10-23",146075.08
"CH00053138","DEALER_088","2024-10-23",117278.59
"CH00054493","DEALER_090","2024-10-23",132621.10
"CH00054763","DEALER_091","2024-10-23",201599.83
"CH00055261","DEALER_092","2024-10-23",77882.61
"CH00055959","DEALER_093","2024-10-23",106059.04
"CH00056188","DEALER_093","2024-10-23",81150.41
"CH00058262","DEALER_097","2024-10-23",122616.57
"CH00058855","DEALER_098","2024-10-23",108118.15
"CH00011027","DEALER_002","2024-10-24",228238.85
"CH00012986","DEALER_005","2024-10-24",130338.96
"CH00016649","DEALER_012","2024-10-24",65964.22
"CH00017012","DEALER_012","2024-10-24",119179.78
"CH00018014","DEALER_014","2024-10-24",62262.81
"CH00018505","DEALER_015","2024-10-24",197976.73
"CH00019081","DEALER_016","2024-10-24",73983.35
"CH00020661","DEALER_019","2024-10-24",69504.71
"CH00020696","DEALER_019","2024-10-24",120558.72
"CH00023525","DEALER_024","2024-10-24",106225.99
"CH00023759","DEALER_024","2024-10-24",249770.40
"CH00025815","DEALER_028","2024-10-24",59805.95
"CH00026349","DEALER_029","2024-10-24",66785.58
"CH00027294","DEALER_032","2024-10-24",75112.41
"CH00028160","DEALER_034","2024-10-24",69705.05
